visual,https://www.youtube.com/watch?v=sPqivRKBiNc,sPqivRKBiNc,4S
Vivekananda Rock Memorial,https://www.youtube.com/watch?v=XzRvTWXXufk,XzRvTWXXufk,7S
vocabulary,https://www.youtube.com/watch?v=df3ewqju9L8,df3ewqju9L8,3S
Vodafone,https://www.youtube.com/watch?v=CHt94rpZVOI,CHt94rpZVOI,5S
vocation,https://www.youtube.com/watch?v=GyhrF2L7s74,GyhrF2L7s74,5S
Malayalam,https://www.youtube.com/watch?v=__Rz2PaTB1c,__Rz2PaTB1c,5S
visa (sign 2),https://www.youtube.com/watch?v=6Jc3GEN51ks,6Jc3GEN51ks,4S
virus (sign 1),https://www.youtube.com/watch?v=8m3p1BEhCUw,8m3p1BEhCUw,5S
visa (sign 1),https://www.youtube.com/watch?v=Yympd7Zsia4,Yympd7Zsia4,4S
virus (sign 2),https://www.youtube.com/watch?v=XjXXmj-9kFE,XjXXmj-9kFE,6S
mechanic (sign 3),https://www.youtube.com/watch?v=8Tsv4klWWuY,8Tsv4klWWuY,6S
medal,https://www.youtube.com/watch?v=Jd3to2MXy6s,Jd3to2MXy6s,5S
make (sign 2),https://www.youtube.com/watch?v=o_Dvm4U4sLo,o_Dvm4U4sLo,5S
menu,https://www.youtube.com/watch?v=w2bUy2rPYPI,w2bUy2rPYPI,5S
"menstruation, menses, menstrual cycle, periods",https://www.youtube.com/watch?v=4ILXbXTUUp4,4ILXbXTUUp4,3S
Virat Kohli,https://www.youtube.com/watch?v=EqGyUaKwRjg,EqGyUaKwRjg,4S
violin,https://www.youtube.com/watch?v=onsdyXAWNqY,onsdyXAWNqY,5S
Vietnam (sign 1),https://www.youtube.com/watch?v=1dzqHHOtvXI,1dzqHHOtvXI,3S
Vietnam (sign 2),https://www.youtube.com/watch?v=u0VMIS7wC-Q,u0VMIS7wC-Q,3S
"view, perspective (sign 1)",https://www.youtube.com/watch?v=Lkztp3ZDShA,Lkztp3ZDShA,4S
"view, perspective (sign 2)",https://www.youtube.com/watch?v=UgR3sxHLsDg,UgR3sxHLsDg,4S
"view, scene",https://www.youtube.com/watch?v=77A4jL_zT1I,77A4jL_zT1I,5S
village (sign 1),https://www.youtube.com/watch?v=sTrWqNmE5HA,sTrWqNmE5HA,3S
village (sign 2),https://www.youtube.com/watch?v=U-dEobzY4o4,U-dEobzY4o4,5S
"male, masculine",https://www.youtube.com/watch?v=YIns3vxfhnk,YIns3vxfhnk,4S
May,https://www.youtube.com/watch?v=XwQxJ5FXoQ8,XwQxJ5FXoQ8,5S
mature,https://www.youtube.com/watch?v=0Xhmme0IrvU,0Xhmme0IrvU,13S
Mahendra Singh Dhoni,https://www.youtube.com/watch?v=NEm3d_l7G58,NEm3d_l7G58,4S
make a long story short (meaning),https://www.youtube.com/watch?v=HnmjmqSfmPs,HnmjmqSfmPs,11S
maths,https://www.youtube.com/watch?v=B4_sWGyQgrA,B4_sWGyQgrA,3S
message (sign 2),https://www.youtube.com/watch?v=b-Oi5Oa5TIA,b-Oi5Oa5TIA,4S
make a long story short (sign 2),https://www.youtube.com/watch?v=5ye1yjh3Z20,5ye1yjh3Z20,4S
Malawi,https://www.youtube.com/watch?v=yTmK54y80bs,yTmK54y80bs,3S
measure,https://www.youtube.com/watch?v=wPTa0UQJY_w,wPTa0UQJY_w,4S
meet,https://www.youtube.com/watch?v=922S3GXI7eI,922S3GXI7eI,4S
melt (ice),https://www.youtube.com/watch?v=fCJA3uu02WA,fCJA3uu02WA,7S
Meghalaya (sign 2),https://www.youtube.com/watch?v=GXpfHLOLU_4,GXpfHLOLU_4,4S
make (sign 1),https://www.youtube.com/watch?v=pi57mKwYBNQ,pi57mKwYBNQ,4S
make a long story short (sign 1),https://www.youtube.com/watch?v=pFwwq-q_VTk,pFwwq-q_VTk,4S
meat (sign 1),https://www.youtube.com/watch?v=sjpdu42KxwI,sjpdu42KxwI,5S
videographer (sign 2),https://www.youtube.com/watch?v=NZXhDTubUiI,NZXhDTubUiI,7S
Vidyasagar Setu,https://www.youtube.com/watch?v=jWuOEGUh5v8,jWuOEGUh5v8,6S
video relay service (VRS),https://www.youtube.com/watch?v=2CbOSGxS80s,2CbOSGxS80s,4S
video (sign 2),https://www.youtube.com/watch?v=Iub1Yb-tOAI,Iub1Yb-tOAI,3S
video (sign 1),https://www.youtube.com/watch?v=cW1Vl1AqGzI,cW1Vl1AqGzI,4S
"victory, success, triumph (sign 2)",https://www.youtube.com/watch?v=r_xF77i3RGw,r_xF77i3RGw,4S
"victory, success, triumph (sign 1)",https://www.youtube.com/watch?v=Zr3LQ0FwcUM,Zr3LQ0FwcUM,4S
vice president,https://www.youtube.com/watch?v=sErgS9d1UdM,sErgS9d1UdM,4S
veterinarian,https://www.youtube.com/watch?v=VH9BKxQgE4I,VH9BKxQgE4I,8S
Vaishno Devi,https://www.youtube.com/watch?v=AygZ8ATgf_c,AygZ8ATgf_c,6S
valley,https://www.youtube.com/watch?v=K3pj5alsYHc,K3pj5alsYHc,5S
"value, worth, merit (positive)",https://www.youtube.com/watch?v=3xKJDf869EY,3xKJDf869EY,3S
Varanasi,https://www.youtube.com/watch?v=HtG9j-D3n8c,HtG9j-D3n8c,4S
"variety, diversity",https://www.youtube.com/watch?v=L1m5VhGiv_g,L1m5VhGiv_g,4S
vegetables,https://www.youtube.com/watch?v=8WAJ_vejYOo,8WAJ_vejYOo,4S
vehicle,https://www.youtube.com/watch?v=uIJEGc6U5iU,uIJEGc6U5iU,5S
Venezuela,https://www.youtube.com/watch?v=Q-S63Q62ZiU,Q-S63Q62ZiU,4S
verb,https://www.youtube.com/watch?v=GOwke9T4QOU,GOwke9T4QOU,4S
very hot (sign 1),https://www.youtube.com/watch?v=Ky8LfzgWGDU,Ky8LfzgWGDU,4S
very hot (sign 2),https://www.youtube.com/watch?v=RwdFk6p7tyo,RwdFk6p7tyo,5S
"very wealthy person, magnate, tycoon",https://www.youtube.com/watch?v=ILv9XMPLqoo,ILv9XMPLqoo,5S
very,https://www.youtube.com/watch?v=nweVa6JYyYw,nweVa6JYyYw,4S
vessel,https://www.youtube.com/watch?v=VV3za4vmTTs,VV3za4vmTTs,7S
valley (meaning),https://www.youtube.com/watch?v=DfokHjizYRY,DfokHjizYRY,10S
Vadodara,https://www.youtube.com/watch?v=dQd7vQzxfJE,dQd7vQzxfJE,4S
"vacation, holidays",https://www.youtube.com/watch?v=7BK0J1hZ7_Q,7BK0J1hZ7_Q,4S
Urdu,https://www.youtube.com/watch?v=WxIEetxTkzk,WxIEetxTkzk,3S
Uruguay,https://www.youtube.com/watch?v=qCoHkpGP5CA,qCoHkpGP5CA,4S
Uttar Pradesh,https://www.youtube.com/watch?v=MmrdlTXfNco,MmrdlTXfNco,4S
Uzbekistan,https://www.youtube.com/watch?v=3X7DZIiH2ZQ,3X7DZIiH2ZQ,4S
Uttarakhand,https://www.youtube.com/watch?v=T--ANw8Oxkk,T--ANw8Oxkk,4S
"upset, disturbed",https://www.youtube.com/watch?v=9sK2PFaxoHw,9sK2PFaxoHw,4S
up,https://www.youtube.com/watch?v=rn4NJPtL1m8,rn4NJPtL1m8,3S
unofficial,https://www.youtube.com/watch?v=jMT-IXiUqYU,jMT-IXiUqYU,3S
"unlimited, boundless, infinite",https://www.youtube.com/watch?v=XdGYd0-mOy8,XdGYd0-mOy8,5S
university,https://www.youtube.com/watch?v=VYSankCl2f8,VYSankCl2f8,4S
universal design (meaning),https://www.youtube.com/watch?v=j1ggaP_d2cs,j1ggaP_d2cs,37S
United States of America,https://www.youtube.com/watch?v=pvCPTa5YUSQ,pvCPTa5YUSQ,4S
United Nations Convention on the Rights of Persons with Disabilities UNCRPD (sign 2),https://www.youtube.com/watch?v=_vlN9I_YSG8,_vlN9I_YSG8,4S
United Nations Convention on the Rights of Persons with Disabilities UNCRPD (sign 1),https://www.youtube.com/watch?v=tEJlKXA7Lkg,tEJlKXA7Lkg,5S
United Kingdom,https://www.youtube.com/watch?v=RhS6nAUP3C4,RhS6nAUP3C4,3S
United Arab Emirates,https://www.youtube.com/watch?v=D9jI_HByl1Q,D9jI_HByl1Q,4S
"unite, unity (sign 2)",https://www.youtube.com/watch?v=5y87G_irytQ,5y87G_irytQ,4S
"unite, unity (sign 1)",https://www.youtube.com/watch?v=Ni3iHE6bas8,Ni3iHE6bas8,4S
"understand, comprehend",https://www.youtube.com/watch?v=ZzpQw5V7gD0,ZzpQw5V7gD0,4S
"understand, comprehend, grasp (sign 2)",https://www.youtube.com/watch?v=TmsgikIaXu4,TmsgikIaXu4,3S
"understand, comprehend, grasp (sign 1)",https://www.youtube.com/watch?v=dPSB-HxRET4,dPSB-HxRET4,3S
umpire (cricket),https://www.youtube.com/watch?v=Cqtgx6BSkRk,Cqtgx6BSkRk,5S
unemployed,https://www.youtube.com/watch?v=qMD3sfogugU,qMD3sfogugU,4S
uncomfortable,https://www.youtube.com/watch?v=G2Lhs-1HRys,G2Lhs-1HRys,5S
Under the weather,https://www.youtube.com/watch?v=aIJKbhWx3So,aIJKbhWx3So,12S
uncle,https://www.youtube.com/watch?v=-7IkPH6iIQA,-7IkPH6iIQA,3S
umbrella (sign 2),https://www.youtube.com/watch?v=ZThUGVQhL08,ZThUGVQhL08,5S
umbrella (sign 1),https://www.youtube.com/watch?v=1xTATM3v8k4,1xTATM3v8k4,3S
Umaid Bhawan Palace,https://www.youtube.com/watch?v=j-qHEAz6J6A,j-qHEAz6J6A,7S
Ukraine,https://www.youtube.com/watch?v=mLANykny44w,mLANykny44w,3S
Uganda,https://www.youtube.com/watch?v=3lMNHGXNQ3Q,3lMNHGXNQ3Q,4S
"wrong, incorrect",https://www.youtube.com/watch?v=n0NXSLz7Skk,n0NXSLz7Skk,4S
"writer, author",https://www.youtube.com/watch?v=8arkJfd_jyQ,8arkJfd_jyQ,3S
write,https://www.youtube.com/watch?v=UFePdoNR_KM,UFePdoNR_KM,4S
wrestling (sign 2),https://www.youtube.com/watch?v=Z_aF7Dndg5o,Z_aF7Dndg5o,4S
wrestling (sign 1),https://www.youtube.com/watch?v=dWeSkZ2K4TA,dWeSkZ2K4TA,4S
World Federation of the Deaf Youth Section (WFDYS),https://www.youtube.com/watch?v=0zTZkTkBAoU,0zTZkTkBAoU,4S
worry,https://www.youtube.com/watch?v=wMm24t1NrcM,wMm24t1NrcM,4S
wound,https://www.youtube.com/watch?v=5buFHMBPDy4,5buFHMBPDy4,4S
World Federation of the Deaf (WFD),https://www.youtube.com/watch?v=Y1qTt6mL5ck,Y1qTt6mL5ck,4S
World Federation of the Deaf (WFD),https://www.youtube.com/watch?v=Y1qTt6mL5ck,Y1qTt6mL5ck,4S
World Association of Sign Language Interpreters (WASLI),https://www.youtube.com/watch?v=9bU0eltCrYQ,9bU0eltCrYQ,4S
workshop,https://www.youtube.com/watch?v=tKmXdtC6FLA,tKmXdtC6FLA,5S
work sign 3,https://www.youtube.com/watch?v=FlZ8Xekr-JA,FlZ8Xekr-JA,3S
Mahavir Jayanti (sign 1),https://www.youtube.com/watch?v=0TGJCFJv2iU,0TGJCFJv2iU,4S
Maha Shivaratri (sign 1),https://www.youtube.com/watch?v=qoGtYKREfLY,qoGtYKREfLY,5S
Maharashtra,https://www.youtube.com/watch?v=DTWS5Oy3kcY,DTWS5Oy3kcY,4S
Madhya Pradesh,https://www.youtube.com/watch?v=YMuk_8H4EWM,YMuk_8H4EWM,4S
Mahatma Gandhi,https://www.youtube.com/watch?v=x-lubm0ha08,x-lubm0ha08,5S
magician (sign 2),https://www.youtube.com/watch?v=3ncXcBiwveA,3ncXcBiwveA,4S
Maha Shivaratri (sign 2),https://www.youtube.com/watch?v=OQ1e6lpNybo,OQ1e6lpNybo,4S
magician (sign 1),https://www.youtube.com/watch?v=AJenZvPmsXY,AJenZvPmsXY,5S
Macau,https://www.youtube.com/watch?v=eGXitOKnND8,eGXitOKnND8,4S
Maha Shivaratri (sign 3),https://www.youtube.com/watch?v=cj4nM0IFGYQ,cj4nM0IFGYQ,4S
Madagascar,https://www.youtube.com/watch?v=Vc81XotPSFs,Vc81XotPSFs,3S
magnet,https://www.youtube.com/watch?v=VLeir-T0xmU,VLeir-T0xmU,5S
lunch,https://www.youtube.com/watch?v=1vpIZUFKZpQ,1vpIZUFKZpQ,3S
luck (sign 1),https://www.youtube.com/watch?v=RwIFUiFGMGw,RwIFUiFGMGw,4S
Lotus Temple,https://www.youtube.com/watch?v=S_Dj4XBbbzM,S_Dj4XBbbzM,6S
inauguration (sign 2),https://www.youtube.com/watch?v=2LLe-kRAu0o,2LLe-kRAu0o,4S
idea (sign 2),https://www.youtube.com/watch?v=xMvpodrz6dM,xMvpodrz6dM,5S
identity,https://www.youtube.com/watch?v=uE8YfF7bTGM,uE8YfF7bTGM,4S
"illegal, unlawful (sign 1)",https://www.youtube.com/watch?v=XeV_Qqks978,XeV_Qqks978,5S
"immediate, instant, swift",https://www.youtube.com/watch?v=gG-xmfo-y3A,gG-xmfo-y3A,4S
ice hockey,https://www.youtube.com/watch?v=oUcoHPxXsbA,oUcoHPxXsbA,3S
"I, me",https://www.youtube.com/watch?v=1f6OchgCQrE,1f6OchgCQrE,5S
increase (sign 3),https://www.youtube.com/watch?v=kZnl4XgNVgU,kZnl4XgNVgU,5S
in,https://www.youtube.com/watch?v=BLazXqvPnKk,BLazXqvPnKk,4S
increase (sign 1),https://www.youtube.com/watch?v=k9C_uq11Ja0,k9C_uq11Ja0,5S
inch,https://www.youtube.com/watch?v=zzsrMEMxAUU,zzsrMEMxAUU,5S
increase (sign 2),https://www.youtube.com/watch?v=RUKgTVVuVcg,RUKgTVVuVcg,5S
independent,https://www.youtube.com/watch?v=upaDJQnr9nw,upaDJQnr9nw,4S
Indian Sign Language Research and Training Centre (ISLRTC),https://www.youtube.com/watch?v=5Z_Rm0W-HgE,5Z_Rm0W-HgE,5S
"infinite, immeasurable, limitless",https://www.youtube.com/watch?v=e8r0Tt42W7Q,e8r0Tt42W7Q,5S
India sign 4,https://www.youtube.com/watch?v=7kEbmn2BWIA,7kEbmn2BWIA,5S
Indigo,https://www.youtube.com/watch?v=2MvrW4Vw7ZU,2MvrW4Vw7ZU,6S
individual,https://www.youtube.com/watch?v=5zBLuemgyH8,5zBLuemgyH8,5S
Indian Sign Language Interpreters Association (ISLIA),https://www.youtube.com/watch?v=DPFh6Vtj8nY,DPFh6Vtj8nY,3S
Indira Gandhi,https://www.youtube.com/watch?v=gvFkCJni120,gvFkCJni120,4S
