Word,Link,ID,Duration
 incorrect,https://www.youtube.com/watch?v=n0NXSLz7Skk,n0NXSLz7Skk,4
 Indian squash,https://www.youtube.com/watch?v=Nb8uJ822Tig,Nb8uJ822Tig,5
 Indian squash,https://www.youtube.com/watch?v=F7s5GtLbtGE,F7s5GtLbtGE,5
 infinite,https://www.youtube.com/watch?v=XdGYd0-mOy8,XdGYd0-mOy8,5
 inflame,https://www.youtube.com/watch?v=ui_ACRhp1jY,ui_ACRhp1jY,5
 inflexible,https://www.youtube.com/watch?v=vB-4jZVx0yU,vB-4jZVx0yU,4
 influence,https://www.youtube.com/watch?v=y7FUr6B4Uh4,y7FUr6B4Uh4,3
 information,https://www.youtube.com/watch?v=aK_immPV5TM,aK_immPV5TM,5
 inhuman,https://www.youtube.com/watch?v=3FhNDV9UDzc,3FhNDV9UDzc,5
 inked,https://www.youtube.com/watch?v=Srl_Gk0vjLE,Srl_Gk0vjLE,5
 instant,https://www.youtube.com/watch?v=gG-xmfo-y3A,gG-xmfo-y3A,4
 instigate,https://www.youtube.com/watch?v=ui_ACRhp1jY,ui_ACRhp1jY,5
 instruct ,https://www.youtube.com/watch?v=_Zqd_PC4zYs,_Zqd_PC4zYs,4
 instruct ,https://www.youtube.com/watch?v=d_0HZMA0Ml0,d_0HZMA0Ml0,4
 intelligent,https://www.youtube.com/watch?v=EJ0UG10b714,EJ0UG10b714,4
 interpreter,https://www.youtube.com/watch?v=IctKxBrrjJI,IctKxBrrjJI,4
 ISL,https://www.youtube.com/watch?v=1yVn9e5zDKU,1yVn9e5zDKU,5
 ISL,https://www.youtube.com/watch?v=tq8jQqoHYFA,tq8jQqoHYFA,5
 isolated,https://www.youtube.com/watch?v=u7dV3wCpaqM,u7dV3wCpaqM,4
 Jain,https://www.youtube.com/watch?v=tDtdGkG9-OE,tDtdGkG9-OE,3
 JD U,https://www.youtube.com/watch?v=RKMKhsFem98,RKMKhsFem98,4
 JKPDP,https://www.youtube.com/watch?v=RaTUMGgYYTY,RaTUMGgYYTY,5
 jointly,https://www.youtube.com/watch?v=BAuCEJ4uKgE,BAuCEJ4uKgE,4
 joke,https://www.youtube.com/watch?v=yLnePZ71izk,yLnePZ71izk,5
 keep an eye on,https://www.youtube.com/watch?v=Roh9CQ2tF3Y,Roh9CQ2tF3Y,3
 kindhearted,https://www.youtube.com/watch?v=DTOsm_OuWLM,DTOsm_OuWLM,6
 knowledge,https://www.youtube.com/watch?v=lV1k10LuRGk,lV1k10LuRGk,4
 knowledgeable,https://www.youtube.com/watch?v=McHijMoln7U,McHijMoln7U,4
 knowledgeable,https://www.youtube.com/watch?v=U-DAmE4tzo4,U-DAmE4tzo4,4
 landlord,https://www.youtube.com/watch?v=7JXTpPBaS8I,7JXTpPBaS8I,4
 lawful,https://www.youtube.com/watch?v=BGjmN9lRDH0,BGjmN9lRDH0,4
 LDC,https://www.youtube.com/watch?v=jk-q6T9ioJw,jk-q6T9ioJw,4
 LDF,https://www.youtube.com/watch?v=W8978OLdbx0,W8978OLdbx0,3
 least,https://www.youtube.com/watch?v=xx3nZjHHL3s,xx3nZjHHL3s,4
 lessen,https://www.youtube.com/watch?v=aTbpGKnMdv8,aTbpGKnMdv8,5
 lessen,https://www.youtube.com/watch?v=sIRKe3QdsJ8,sIRKe3QdsJ8,6
 let go,https://www.youtube.com/watch?v=NiIyd5WjjFg,NiIyd5WjjFg,4
 limitless,https://www.youtube.com/watch?v=e8r0Tt42W7Q,e8r0Tt42W7Q,5
 listen,https://www.youtube.com/watch?v=0uvuluJqqAM,0uvuluJqqAM,3
 LJP,https://www.youtube.com/watch?v=01THMylW6Mw,01THMylW6Mw,4
 loan,https://www.youtube.com/watch?v=tplh8l5q74U,tplh8l5q74U,5
 long term,https://www.youtube.com/watch?v=OSRpGh3d0cI,OSRpGh3d0cI,4
 love,https://www.youtube.com/watch?v=zyvgHgT6d7c,zyvgHgT6d7c,4
 lowest,https://www.youtube.com/watch?v=xx3nZjHHL3s,xx3nZjHHL3s,4
 magnate,https://www.youtube.com/watch?v=ILv9XMPLqoo,ILv9XMPLqoo,5
 manage,https://www.youtube.com/watch?v=0n_FeKAXjUI,0n_FeKAXjUI,4
 manjira,https://www.youtube.com/watch?v=EgnE1hPwGRs,EgnE1hPwGRs,6
 manner,https://www.youtube.com/watch?v=M5d-xq3xJi4,M5d-xq3xJi4,5
 march,https://www.youtube.com/watch?v=d9qLL38zaZ0,d9qLL38zaZ0,5
 march,https://www.youtube.com/watch?v=oL5-8eYbp3I,oL5-8eYbp3I,6
 masculine,https://www.youtube.com/watch?v=YIns3vxfhnk,YIns3vxfhnk,4
 mass,https://www.youtube.com/watch?v=y_q_egfFoq0,y_q_egfFoq0,5
 me,https://www.youtube.com/watch?v=1f6OchgCQrE,1f6OchgCQrE,5
 meager,https://www.youtube.com/watch?v=RPzCiRXVcr8,RPzCiRXVcr8,4
 mediocre,https://www.youtube.com/watch?v=NT-LpmJHMcw,NT-LpmJHMcw,4
 menses,https://www.youtube.com/watch?v=4ILXbXTUUp4,4ILXbXTUUp4,3
 menstrual cycle,https://www.youtube.com/watch?v=4ILXbXTUUp4,4ILXbXTUUp4,3
 merge,https://www.youtube.com/watch?v=mhO9nuyQ28I,mhO9nuyQ28I,6
 merit,https://www.youtube.com/watch?v=3xKJDf869EY,3xKJDf869EY,3
 methods,https://www.youtube.com/watch?v=qJ25qL-gfX8,qJ25qL-gfX8,3
 microphone,https://www.youtube.com/watch?v=PFALmbyUi5A,PFALmbyUi5A,5
 middle,https://www.youtube.com/watch?v=tnMi73_WfPg,tnMi73_WfPg,5
 mine,https://www.youtube.com/watch?v=GeeCVBhDSKs,GeeCVBhDSKs,4
 mischievous,https://www.youtube.com/watch?v=PMv7R76mAZA,PMv7R76mAZA,6
 misconstrue,https://www.youtube.com/watch?v=GzUACVmJWyc,GzUACVmJWyc,4
 miss,https://www.youtube.com/watch?v=wWzqyc2x0GI,wWzqyc2x0GI,7
 mobile,https://www.youtube.com/watch?v=TkZ8qS_TIXk,TkZ8qS_TIXk,4
 mobile ,https://www.youtube.com/watch?v=pcMAg0w93W0,pcMAg0w93W0,4
 mobile ,https://www.youtube.com/watch?v=EkK_DEi9vog,EkK_DEi9vog,4
 mobile ,https://www.youtube.com/watch?v=h8cX3gzzey8,h8cX3gzzey8,4
 more,https://www.youtube.com/watch?v=lWnmHMNS06E,lWnmHMNS06E,4
 motorcycle,https://www.youtube.com/watch?v=ldoR2f3W4co,ldoR2f3W4co,6
 motorcycle,https://www.youtube.com/watch?v=XAvOgSgdGDA,XAvOgSgdGDA,5
 motorcycle,https://www.youtube.com/watch?v=wx8pMHRIYho,wx8pMHRIYho,5
 mouse,https://www.youtube.com/watch?v=WuKSQ-_M1aI,WuKSQ-_M1aI,4
 murder,https://www.youtube.com/watch?v=pCBCoT-2Bb4,pCBCoT-2Bb4,3
 murder,https://www.youtube.com/watch?v=ddpIUqF0dEg,ddpIUqF0dEg,3
 Muslim,https://www.youtube.com/watch?v=SB50UhgrFMY,SB50UhgrFMY,3
 Muslim,https://www.youtube.com/watch?v=5xLVmxL3p0k,5xLVmxL3p0k,4
 Mysore,https://www.youtube.com/watch?v=aBWOTIxuGus,aBWOTIxuGus,6
 nappy,https://www.youtube.com/watch?v=3DSsRKPkiGI,3DSsRKPkiGI,6
 NCP ,https://www.youtube.com/watch?v=he8ICzchdmA,he8ICzchdmA,4
 NCP ,https://www.youtube.com/watch?v=C201-UUFUDg,C201-UUFUDg,5
 nearby,https://www.youtube.com/watch?v=vgtE5_6_VD4,vgtE5_6_VD4,4
 nearly,https://www.youtube.com/watch?v=F1AvK4jxMuA,F1AvK4jxMuA,5
 negligent,https://www.youtube.com/watch?v=Y0JhQ12-JVE,Y0JhQ12-JVE,4
 newly wed couple,https://www.youtube.com/watch?v=cIPxnJAUd74,cIPxnJAUd74,6
 not,https://www.youtube.com/watch?v=BEEOC2ZXhsg,BEEOC2ZXhsg,4
 notes,https://www.youtube.com/watch?v=zaCXh7eQO2Y,zaCXh7eQO2Y,4
 nothing,https://www.youtube.com/watch?v=HUax1aYesBo,HUax1aYesBo,4
 nothing,https://www.youtube.com/watch?v=dNZ0oK9jvZs,dNZ0oK9jvZs,4
